4.491211143592323540e-01	9.380483167653521637e-01	5.822943603448264005e-01	8.573598114584950469e-01	2.510378372566001715e-01	3.901876639224529653e-01	7.311072855682163030e-02	-1.761419925600169467e-01	5.179683099061046514e-01	2.002937920587497533e-01	6.793092501882631584e-01	6.054565422136080066e-01	1.129819432878978319e-01	-2.972812903419270736e-01	5.232406133307107021e-01	7.698377545744015116e-01	6.206854194513737877e-01	2.552432304867044421e-01	7.764724955275597029e-01	1.287414900110426808e-01
6.509703448092925004e-01	-1.776885772371610828e-01	5.442957528185630167e-01	6.654874387976564831e-01	3.415218135768262608e-01	4.729996459001205023e-01	7.807467541370611830e-01	2.917844286081346383e-01	3.340666098626604574e-01	5.144356378610134284e-01	2.143981413552869253e-01	7.463871807505454425e-01	3.591307368516705179e-01	8.561481608752004313e-02	4.453202593082900007e-01	5.186845129435880830e-01	7.280843749189640501e-01	4.331370830457619003e-02	2.016704654934913243e-01	6.020638253290001574e-01
1.166733752306195138e+00	4.249794427532285757e-01	-1.493660585125711204e-01	1.416978005684665476e+00	2.230234188702995279e-01	2.333679228533310501e-01	-2.072961540968633054e-01	4.757635100796702710e-01	-4.998246592014975176e-02	2.455327654105313451e-01	1.817103373474643901e-01	5.008257369798783110e-01	8.119184851299665606e-01	3.092643838470789941e-01	3.586978361008246186e-01	6.439189065934206035e-02	1.085624023068739591e-01	2.360103942549519607e-01	-1.014605405498380380e-01	5.068854790442258729e-01
1.583789744139805222e-01	6.310933655316564028e-01	7.138641793608612174e-01	3.810236959025592451e-01	6.152231505316843041e-01	1.908291518108577445e-01	1.017903710330402500e+00	3.198458640630558181e-01	6.214473435960520264e-01	3.720979165330464133e-01	7.383748977412099013e-01	6.711709869314357313e-01	5.057260733797271923e-01	6.119286257296180365e-01	3.927894391492738890e-01	5.632807804237870419e-01	-1.236205816227178428e-01	5.534611026022425717e-01	9.203839349225461097e-01	4.274871802290483580e-01
1.646349915597350791e-02	3.381747312777300118e-01	6.241271707303547300e-01	7.419621543468518654e-01	-4.508809245111615460e-02	-3.734963457278671073e-01	-4.831129261713341672e-01	1.765181339548007322e-01	6.976224444793134305e-01	5.159866935047332515e-01	5.404495096263985943e-01	6.322233046209533303e-01	7.697391183441449902e-01	5.523676078423975788e-01	8.372829915365972431e-01	2.507624186261727672e-01	5.711805374974933125e-01	9.634096476826406463e-02	7.689164493239608600e-01	-1.586156488013368560e-01
8.017576054739901092e-01	2.851379255324414941e-01	2.594716428867786528e-01	8.146197780811890998e-02	6.749387034673693941e-01	3.766633075039086398e-01	2.722664476603966488e-01	-3.483344211491197773e-01	7.940166622401033658e-01	-9.832114589369476965e-02	3.781551860631701123e-01	7.021753220075412916e-01	6.118706334135385339e-01	9.497328270011758111e-02	2.720713467856777368e-01	6.340023562553557257e-01	2.942628471012552205e-01	1.800893983506405838e-01	4.053731037625103450e-01	4.984983146844664814e-01
6.575571740231737072e-01	5.438670637231657334e-01	4.806053114335621657e-01	6.340744870977355063e-01	5.821664751248821768e-01	8.778658120683363597e-01	4.689175021392192472e-02	4.435338079398330469e-01	3.875452600834985439e-01	1.895633600139848274e-01	1.797034783385019208e-01	1.620297860323778941e-02	5.688112703284748939e-01	1.602642847884733490e-01	4.498506134975119308e-01	4.535864733641418733e-01	8.654345348450109832e-01	7.859471473324493029e-01	2.858571688085540519e-01	4.658096749205796194e-01
5.490277057487074064e-01	4.827775828873610564e-01	7.681124152047193177e-02	3.733652134141586809e-01	2.648851905007306717e-01	8.012016640242747290e-01	6.377156497576140781e-01	-2.020703635771723544e-02	8.174546249976353263e-01	7.838428359094290476e-02	8.323581544790270570e-02	1.342991893865786712e-01	6.396040298751658471e-01	4.352877928690795373e-01	7.996686631613501017e-01	4.060942038839359114e-01	5.287367663376075777e-01	8.668940900789581239e-01	2.785273978412046714e-01	4.344419739752701237e-01
6.646983409922391228e-01	1.862319924988692366e-02	4.549161850534243490e-01	6.094386256125875478e-01	7.445658633911286794e-02	4.256317715636849519e-02	3.172338533912568703e-01	7.702254689687473288e-01	8.177186037262833274e-02	9.221346053574777102e-01	9.310204219679312221e-01	7.443658498174812177e-01	7.080470524525057652e-01	2.213789239193679481e-01	6.046340138124973729e-01	7.587704978675517964e-01	1.281976791915838965e-01	6.961475404013468538e-01	2.544105518222647966e-01	2.359763823446452691e-01
4.622935109005526511e-01	3.176739543311516423e-01	4.791583113603550825e-01	3.729478502753317826e-01	4.135034335236037473e-01	5.608390700195959866e-01	4.329468932939545822e-01	4.133725481949435676e-01	3.174832938987281472e-01	4.956272333558151555e-01	4.328347427231271083e-01	3.077347587981333343e-01	7.024363908430698578e-01	4.922601317108041274e-01	5.818176358246851532e-01	3.504752545248178142e-01	4.804976048534335686e-01	4.552189377019584815e-01	2.772924879414194743e-01	6.370818283273551597e-01
6.935213150140083493e-02	9.958163188795625398e-02	3.911683899222235250e-01	4.064268908210882381e-01	1.964528140984680982e-02	5.861009760304100036e-01	5.682267834747332103e-01	3.879800742642078304e-01	2.910186777106490430e-01	2.596052574334213880e-01	2.218889208215449882e-01	4.929128368723136311e-01	2.251542339847729113e-01	5.308998849967393463e-01	5.409068830521949200e-01	2.924800026627697447e-01	4.397184649766393560e-01	8.812957361890915164e-01	6.998215386333989096e-01	6.119404676713857683e-01
5.666832862888954159e-01	2.792036708765334718e-01	8.304648825002527435e-01	4.249168434616266699e-01	6.943354330338530334e-01	5.168920130100665977e-01	7.149541398865409958e-01	3.759021274378420707e-01	-2.034077868190549976e-01	7.389791053089229678e-01	4.778681581585237925e-01	3.876259535440924053e-01	-2.555449866944378146e-01	4.272721094944609277e-01	2.989943578632607846e-01	5.729806582463050635e-01	9.506862874926416129e-01	2.812761677569945995e-01	5.374310504677921596e-01	4.129298204477640510e-01
1.860151809288677072e-01	-1.269419971821054149e-01	2.923782077323404741e-02	6.246007977930083666e-01	1.371302277964447924e-01	5.414972810065372677e-01	2.956887448058952983e-01	-2.227448456957328154e-02	9.767288250481480638e-01	-2.004592939102968208e-01	5.304037773883177875e-01	2.370308345822046692e-01	1.033998897850020970e+00	-2.135657935879682612e-01	2.998639551382661916e-01	7.601868231152811850e-01	1.338922722152300127e+00	4.009705522186863408e-02	5.922984873768504244e-01	4.237163551366974756e-01
